Time, Date, Latitude, Longitude, Elevation, Speed (Knots), Angle, Fix, Quality, Satellites, Color Temp, Lux, R, G, B, C
7:19:2.0,9/21/2014,3407.7482N,11808.8925W,234.10,0.26,175.63,1,2,8,4183,92,101,113,73,297
7:19:3.0,9/21/2014,3407.7480N,11808.8925W,234.10,0.26,223.39,1,2,8,4183,92,101,113,73,297
7:19:4.0,9/21/2014,3407.7478N,11808.8925W,234.10,0.31,190.91,1,2,8,4183,92,101,113,73,297
7:19:5.0,9/21/2014,3407.7475N,11808.8925W,234.10,0.23,181.12,1,2,8,4183,92,101,113,73,297
7:19:6.0,9/21/2014,3407.7473N,11808.8925W,234.10,0.20,202.50,1,2,8,4183,92,101,113,73,297
7:19:7.0,9/21/2014,3407.7473N,11808.8925W,234.10,0.26,205.05,1,2,8,4183,92,101,113,73,297
7:19:8.0,9/21/2014,3407.7470N,11808.8925W,234.10,0.28,223.98,1,2,8,4183,92,101,113,73,297
7:19:9.0,9/21/2014,3407.7470N,11808.8925W,234.10,0.21,222.68,1,2,8,4183,92,101,113,73,298
7:19:10.0,9/21/2014,3407.7470N,11808.8925W,234.10,0.03,233.70,1,2,8,4149,97,106,119,76,312
7:19:11.0,9/21/2014,3407.7470N,11808.8925W,234.10,0.15,182.78,1,2,8,4141,112,120,136,86,354
7:19:12.0,9/21/2014,3407.7470N,11808.8925W,234.10,0.19,155.11,1,2,8,4141,112,120,136,86,354
7:19:13.0,9/21/2014,3407.7468N,11808.8925W,234.10,0.18,192.73,1,2,8,4120,110,118,133,84,347
7:19:14.0,9/21/2014,3407.7468N,11808.8925W,233.80,0.18,192.73,1,2,8,4146,111,120,135,86,354
7:19:14.0,9/21/2014,3407.7468N,11808.8925W,233.80,0.18,176.67,1,2,8,4161,105,114,128,82,335
7:19:15.0,9/21/2014,3407.7468N,11808.8925W,233.80,0.09,160.87,1,2,8,4183,92,101,113,73,298
7:19:16.0,9/21/2014,3407.7468N,11808.8925W,233.80,0.09,147.43,1,2,8,4183,92,101,113,73,298
7:19:17.0,9/21/2014,3407.7465N,11808.8925W,233.70,0.09,147.43,1,2,8,4141,112,120,136,86,355
7:19:17.0,9/21/2014,3407.7465N,11808.8925W,233.70,0.15,199.07,1,2,8,4184,96,105,118,76,310
7:19:18.0,9/21/2014,3407.7465N,11808.8925W,233.70,0.11,93.94,1,2,8,4111,114,121,137,86,357
7:19:19.0,9/21/2014,3407.7465N,11808.8925W,233.70,0.11,118.34,1,2,8,4054,110,119,133,83,347
7:19:20.0,9/21/2014,3407.7463N,11808.8925W,233.70,0.19,108.00,1,2,8,4062,112,120,135,84,351
7:19:21.0,9/21/2014,3407.7463N,11808.8925W,233.70,0.19,139.95,1,2,8,4232,121,126,146,93,379
7:19:22.0,9/21/2014,3407.7463N,11808.8925W,233.70,0.09,172.34,1,2,8,4203,122,127,147,93,382
7:19:23.0,9/21/2014,3407.7463N,11808.8925W,233.40,0.09,172.34,1,2,8,4237,123,127,148,94,383
7:19:23.0,9/21/2014,3407.7463N,11808.8925W,233.40,0.08,192.36,1,2,8,4209,121,127,146,93,379
7:19:24.0,9/21/2014,3407.7463N,11808.8925W,233.40,0.20,194.98,1,2,8,4191,122,126,146,92,378
7:19:25.0,9/21/2014,3407.7463N,11808.8925W,233.40,0.17,179.80,1,2,8,4124,114,122,138,87,359
7:19:26.0,9/21/2014,3407.7460N,11808.8925W,233.40,0.11,187.31,1,2,8,4075,113,121,136,85,354
7:19:27.0,9/21/2014,3407.7460N,11808.8925W,233.40,0.08,174.93,1,2,8,4111,114,121,137,86,357
7:19:28.0,9/21/2014,3407.7460N,11808.8925W,233.40,0.12,73.97,1,2,8,4096,109,119,133,84,348
7:19:29.0,9/21/2014,3407.7460N,11808.8925W,233.40,0.17,191.59,1,2,8,4146,111,120,135,86,352
7:19:30.0,9/21/2014,3407.7460N,11808.8925W,233.40,0.17,220.89,1,2,8,4141,112,120,136,86,353
7:19:31.0,9/21/2014,3407.7460N,11808.8925W,233.40,0.04,354.00,1,2,8,4141,112,120,136,86,354
7:19:32.0,9/21/2014,3407.7460N,11808.8925W,233.40,0.04,354.00,1,2,7,4141,112,120,136,86,353
7:19:32.0,9/21/2014,3407.7460N,11808.8925W,233.40,0.15,322.39,1,2,7,4117,112,121,136,86,354
7:19:33.0,9/21/2014,3407.7460N,11808.8925W,233.40,0.14,256.36,1,2,7,4146,111,120,135,86,353
7:19:34.0,9/21/2014,3407.7460N,11808.8925W,233.40,0.21,212.68,1,2,7,4117,112,121,136,86,354
7:19:35.0,9/21/2014,3407.7460N,11808.8925W,233.30,0.21,212.68,1,2,7,4117,112,121,136,86,354
7:19:35.0,9/21/2014,3407.7460N,11808.8925W,233.30,0.02,263.53,1,2,7,4141,112,120,136,86,354
7:19:36.0,9/21/2014,3407.7460N,11808.8925W,233.30,0.07,142.58,1,2,7,4117,112,121,136,86,354
7:19:37.0,9/21/2014,3407.7460N,11808.8925W,233.30,0.14,254.33,1,2,7,4117,112,121,136,86,354
7:19:38.0,9/21/2014,3407.7460N,11808.8925W,233.30,0.14,254.33,1,2,7,4141,112,120,136,86,353
7:19:38.0,9/21/2014,3407.7460N,11808.8925W,233.30,0.15,295.75,1,2,7,4117,112,121,136,86,354
7:19:39.0,9/21/2014,3407.7460N,11808.8925W,233.30,0.08,286.39,1,2,7,4117,112,121,136,86,354
7:19:40.0,9/21/2014,3407.7460N,11808.8925W,233.30,0.18,266.79,1,2,7,4117,112,121,136,86,354
7:19:41.0,9/21/2014,3407.7460N,11808.8925W,233.30,0.34,279.61,1,2,7,4117,112,121,136,86,354
7:19:42.0,9/21/2014,3407.7460N,11808.8925W,233.30,0.33,292.74,1,2,7,4104,111,120,135,85,352
7:19:43.0,9/21/2014,3407.7460N,11808.8925W,233.30,0.23,280.22,1,2,7,4159,111,121,136,87,355
7:19:44.0,9/21/2014,3407.7460N,11808.8925W,233.30,0.20,263.77,1,2,7,4159,111,121,136,87,355
7:19:45.0,9/21/2014,3407.7460N,11808.8925W,233.30,0.25,233.76,1,2,7,4159,111,121,136,87,355
7:19:46.0,9/21/2014,3407.7460N,11808.8925W,233.30,0.20,256.78,1,2,7,4117,112,121,136,86,355
7:19:47.0,9/21/2014,3407.7460N,11808.8925W,233.30,0.28,319.02,1,2,7,4117,112,121,136,86,355
7:19:48.0,9/21/2014,3407.7460N,11808.8925W,233.30,0.28,343.40,1,2,7,4159,111,121,136,87,355
7:19:49.0,9/21/2014,3407.7460N,11808.8925W,233.30,0.21,331.00,1,2,7,4159,111,121,136,87,355
7:19:50.0,9/21/2014,3407.7463N,11808.8935W,233.30,0.32,321.04,1,2,7,4153,113,121,137,87,356
7:19:51.0,9/21/2014,3407.7463N,11808.8935W,233.30,0.35,294.09,1,2,7,4159,111,121,136,87,356
7:19:52.0,9/21/2014,3407.7463N,11808.8935W,233.30,0.43,305.42,1,2,7,4153,113,121,137,87,357
7:19:53.0,9/21/2014,3407.7463N,11808.8935W,233.30,0.43,305.42,1,2,7,4153,113,121,137,87,357
7:19:53.0,9/21/2014,3407.7463N,11808.8935W,233.30,0.43,302.93,1,2,7,4159,111,121,136,87,355
7:19:54.0,9/21/2014,3407.7465N,11808.8935W,233.30,0.44,292.62,1,2,7,4159,111,121,136,87,355
7:19:55.0,9/21/2014,3407.7465N,11808.8935W,233.30,0.38,300.34,1,2,7,4117,112,121,136,86,355
7:19:56.0,9/21/2014,3407.7465N,11808.8935W,233.30,0.38,300.34,1,2,7,4159,111,121,136,87,355
7:19:56.0,9/21/2014,3407.7465N,11808.8935W,233.30,0.40,300.43,1,2,7,4159,111,121,136,87,355
7:19:57.0,9/21/2014,3407.7465N,11808.8935W,233.30,0.47,309.13,1,2,7,4159,111,121,136,87,355
7:19:58.0,9/21/2014,3407.7465N,11808.8935W,233.30,0.44,295.72,1,2,7,4159,111,121,136,87,356
7:19:59.0,9/21/2014,3407.7468N,11808.8945W,233.30,0.42,288.99,1,2,7,4159,111,121,136,87,355
7:20:0.0,9/21/2014,3407.7468N,11808.8945W,233.30,0.38,294.46,1,2,7,4159,111,121,136,87,355
7:20:1.0,9/21/2014,3407.7468N,11808.8945W,233.30,0.34,288.15,1,2,7,4153,113,121,137,87,356
7:20:2.0,9/21/2014,3407.7468N,11808.8945W,233.30,0.27,268.76,1,2,7,4117,112,121,136,86,354
7:20:3.0,9/21/2014,3407.7468N,11808.8945W,233.30,0.31,263.02,1,2,7,4184,112,120,136,87,354
7:20:4.0,9/21/2014,3407.7468N,11808.8945W,233.30,0.26,262.25,1,2,7,4203,114,122,139,89,363
7:20:5.0,9/21/2014,3407.7468N,11808.8945W,233.30,0.26,262.25,1,2,7,4215,115,123,140,90,365
7:20:5.0,9/21/2014,3407.7468N,11808.8945W,233.30,0.16,280.54,1,2,7,4215,115,123,140,90,365
7:20:6.0,9/21/2014,3407.7468N,11808.8945W,233.30,0.13,288.83,1,2,7,4215,115,123,140,90,365
7:20:7.0,9/21/2014,3407.7468N,11808.8945W,233.30,0.18,248.49,1,2,7,4215,115,123,140,90,365
7:20:8.0,9/21/2014,3407.7468N,11808.8945W,233.30,0.12,247.29,1,2,7,4215,115,123,140,90,365
7:20:9.0,9/21/2014,3407.7468N,11808.8945W,233.30,0.10,253.12,1,2,7,4215,115,123,140,90,366
7:20:10.0,9/21/2014,3407.7468N,11808.8945W,233.30,0.02,83.99,1,2,7,4215,115,123,140,90,366
7:20:11.0,9/21/2014,3407.7468N,11808.8945W,233.30,0.12,54.15,1,2,7,4215,115,123,140,90,366
7:20:12.0,9/21/2014,3407.7468N,11808.8945W,233.30,0.05,108.24,1,2,7,4209,116,123,141,90,367
7:20:13.0,9/21/2014,3407.7468N,11808.8945W,233.30,0.21,172.97,1,2,7,4209,116,123,141,90,367
7:20:14.0,9/21/2014,3407.7468N,11808.8945W,233.30,0.21,172.97,1,2,8,4215,115,123,140,90,366
7:20:14.0,9/21/2014,3407.7468N,11808.8945W,233.30,0.20,169.75,1,2,8,4203,114,122,139,89,363
7:20:15.0,9/21/2014,3407.7465N,11808.8945W,233.30,0.16,171.09,1,2,8,4203,114,122,139,89,363
7:20:16.0,9/21/2014,3407.7465N,11808.8945W,233.30,0.12,167.44,1,2,8,4203,114,122,139,89,363
7:20:17.0,9/21/2014,3407.7465N,11808.8945W,233.30,0.12,167.44,1,2,8,4179,114,123,139,89,364
7:20:17.0,9/21/2014,3407.7465N,11808.8945W,233.30,0.13,150.87,1,2,8,4179,114,123,139,89,364
7:20:18.0,9/21/2014,3407.7465N,11808.8945W,233.30,0.26,157.17,1,2,8,4179,114,123,139,89,364
7:20:19.0,9/21/2014,3407.7465N,11808.8945W,233.30,0.28,171.32,1,2,8,4179,114,123,139,89,364
7:20:20.0,9/21/2014,3407.7465N,11808.8945W,233.30,0.28,171.32,1,2,8,4203,114,122,139,89,364
7:20:20.0,9/21/2014,3407.7465N,11808.8945W,233.30,0.20,233.94,1,2,8,4203,114,122,139,89,363
7:20:21.0,9/21/2014,3407.7463N,11808.8945W,233.30,0.23,247.81,1,2,8,4203,114,122,139,89,363
7:20:22.0,9/21/2014,3407.7463N,11808.8945W,233.30,0.23,241.39,1,2,8,4179,114,123,139,89,364
7:20:23.0,9/21/2014,3407.7463N,11808.8945W,233.30,0.20,278.65,1,2,8,4179,114,123,139,89,364
7:20:24.0,9/21/2014,3407.7463N,11808.8955W,233.30,0.20,304.24,1,2,8,4215,115,123,140,90,367
7:20:25.0,9/21/2014,3407.7463N,11808.8955W,233.30,0.17,306.79,1,2,8,4251,116,123,141,91,368
7:20:26.0,9/21/2014,3407.7460N,11808.8945W,233.20,0.17,306.79,1,2,8,4251,116,123,141,91,369
7:20:26.0,9/21/2014,3407.7460N,11808.8945W,233.20,0.13,48.94,1,2,8,4251,116,123,141,91,370
7:20:27.0,9/21/2014,3407.7456N,11808.8935W,233.20,0.27,92.14,1,2,8,4221,117,124,142,91,370
7:20:28.0,9/21/2014,3407.7456N,11808.8935W,233.20,0.06,57.61,1,2,8,4221,117,124,142,91,370
7:20:29.0,9/21/2014,3407.7456N,11808.8935W,233.20,0.05,93.74,1,2,8,4264,116,124,142,92,372
7:20:30.0,9/21/2014,3407.7456N,11808.8935W,233.20,0.06,59.21,1,2,8,4264,116,124,142,92,372
7:20:31.0,9/21/2014,3407.7456N,11808.8935W,233.20,0.09,162.34,1,2,8,4264,116,124,142,92,373
7:20:32.0,9/21/2014,3407.7456N,11808.8935W,233.20,0.14,133.72,1,2,8,4264,116,124,142,92,373
7:20:33.0,9/21/2014,3407.7456N,11808.8935W,233.20,0.19,161.75,1,2,8,4257,118,124,143,92,373
7:20:34.0,9/21/2014,3407.7456N,11808.8935W,233.20,0.22,150.65,1,2,8,4257,118,124,143,92,373
7:20:35.0,9/21/2014,3407.7456N,11808.8935W,232.90,0.22,150.65,1,2,8,4257,118,124,143,92,373
7:20:35.0,9/21/2014,3407.7456N,11808.8935W,232.90,0.19,139.25,1,2,8,4257,118,124,143,92,373
7:20:36.0,9/21/2014,3407.7453N,11808.8935W,232.90,0.08,276.39,1,2,8,4269,118,125,144,93,375
7:20:37.0,9/21/2014,3407.7453N,11808.8935W,232.90,0.12,274.59,1,2,8,4269,118,125,144,93,377
7:20:38.0,9/21/2014,3407.7453N,11808.8935W,232.90,0.12,274.59,1,2,8,4273,120,126,146,94,380
7:20:38.0,9/21/2014,3407.7453N,11808.8935W,232.90,0.24,143.41,1,2,8,4304,119,125,145,94,379
7:20:39.0,9/21/2014,3407.7453N,11808.8935W,232.90,0.17,50.66,1,2,8,4261,120,125,145,93,378
7:20:40.0,9/21/2014,3407.7453N,11808.8935W,232.90,0.16,58.55,1,2,8,4304,119,125,145,94,379
7:20:41.0,9/21/2014,3407.7453N,11808.8935W,232.90,0.16,58.55,1,2,8,4304,119,125,145,94,378
7:20:41.0,9/21/2014,3407.7453N,11808.8935W,232.90,0.12,94.98,1,2,8,4304,119,125,145,94,378
7:20:42.0,9/21/2014,3407.7453N,11808.8935W,232.90,0.07,51.89,1,2,8,4261,120,125,145,93,377
7:20:43.0,9/21/2014,3407.7453N,11808.8935W,232.90,0.07,112.51,1,2,8,4261,120,125,145,93,378
7:20:44.0,9/21/2014,3407.7453N,11808.8935W,232.90,0.08,185.70,1,2,8,4261,120,125,145,93,378
7:20:45.0,9/21/2014,3407.7453N,11808.8935W,232.90,0.12,245.94,1,2,8,4261,120,125,145,93,378
7:20:46.0,9/21/2014,3407.7453N,11808.8935W,232.90,0.05,206.46,1,2,8,4261,120,125,145,93,377
7:20:47.0,9/21/2014,3407.7453N,11808.8935W,232.90,0.05,206.46,1,2,8,4269,118,125,144,93,377
7:20:47.0,9/21/2014,3407.7453N,11808.8935W,232.90,0.17,110.43,1,2,8,4233,117,125,143,92,374
7:20:48.0,9/21/2014,3407.7453N,11808.8935W,232.90,0.26,74.07,1,2,8,4226,119,125,144,92,375
7:20:49.0,9/21/2014,3407.7451N,11808.8925W,232.90,0.31,113.39,1,2,8,4233,117,125,143,92,374
7:20:50.0,9/21/2014,3407.7451N,11808.8925W,232.90,0.18,138.65,1,2,8,4226,119,125,144,92,375
7:20:51.0,9/21/2014,3407.7451N,11808.8916W,232.90,0.25,106.60,1,2,8,4269,118,125,144,93,376
7:20:52.0,9/21/2014,3407.7451N,11808.8916W,232.90,0.23,125.23,1,2,8,4269,118,125,144,93,376
7:20:53.0,9/21/2014,3407.7451N,11808.8916W,232.90,0.20,102.28,1,2,8,4269,118,125,144,93,376
7:20:54.0,9/21/2014,3407.7451N,11808.8916W,232.90,0.05,125.59,1,2,8,4269,118,125,144,93,376
7:20:55.0,9/21/2014,3407.7451N,11808.8916W,232.90,0.14,146.68,1,2,8,4269,118,125,144,93,376
7:20:56.0,9/21/2014,3407.7451N,11808.8916W,232.90,0.05,246.64,1,2,8,4269,118,125,144,93,376
7:20:57.0,9/21/2014,3407.7451N,11808.8916W,232.90,0.21,286.96,1,2,8,4269,118,125,144,93,376
7:20:58.0,9/21/2014,3407.7451N,11808.8916W,232.90,0.17,245.58,1,2,8,4269,118,125,144,93,377
7:20:59.0,9/21/2014,3407.7451N,11808.8916W,232.90,0.10,189.60,1,2,8,4269,118,125,144,93,377
7:21:0.0,9/21/2014,3407.7448N,11808.8916W,232.90,0.16,139.19,1,2,8,4269,118,125,144,93,377
7:21:1.0,9/21/2014,3407.7448N,11808.8916W,232.90,0.27,151.54,1,2,8,4269,118,125,144,93,377
7:21:2.0,9/21/2014,3407.7448N,11808.8916W,232.80,0.27,151.54,1,2,8,4269,118,125,144,93,376
7:21:2.0,9/21/2014,3407.7448N,11808.8916W,232.80,0.17,166.48,1,2,8,4269,118,125,144,93,376
7:21:3.0,9/21/2014,3407.7448N,11808.8916W,232.80,0.09,326.56,1,2,8,4269,118,125,144,93,377
7:21:4.0,9/21/2014,3407.7448N,11808.8916W,232.80,0.12,186.72,1,2,8,4245,118,126,144,93,377
7:21:5.0,9/21/2014,3407.7446N,11808.8906W,232.60,0.12,186.72,1,2,8,4269,118,125,144,93,377
7:21:5.0,9/21/2014,3407.7446N,11808.8906W,232.60,0.18,144.00,1,2,8,4269,118,125,144,93,376
7:21:6.0,9/21/2014,3407.7446N,11808.8906W,232.60,0.31,131.61,1,2,8,4269,118,125,144,93,376
7:21:7.0,9/21/2014,3407.7446N,11808.8906W,232.60,0.35,121.52,1,2,8,4269,118,125,144,93,376
7:21:8.0,9/21/2014,3407.7446N,11808.8896W,232.30,0.35,121.52,1,2,8,4269,118,125,144,93,377
7:21:8.0,9/21/2014,3407.7446N,11808.8896W,232.30,0.32,124.30,1,2,8,4269,118,125,144,93,377
7:21:9.0,9/21/2014,3407.7443N,11808.8896W,232.30,0.22,139.74,1,2,8,4269,118,125,144,93,377
7:21:10.0,9/21/2014,3407.7443N,11808.8896W,232.30,0.03,170.50,1,2,8,4269,118,125,144,93,377
7:21:11.0,9/21/2014,3407.7443N,11808.8896W,232.30,0.03,38.12,1,2,8,4269,118,125,144,93,377
7:21:12.0,9/21/2014,3407.7443N,11808.8896W,232.30,0.09,298.53,1,2,8,4172,112,122,137,88,358
7:21:13.0,9/21/2014,3407.7443N,11808.8896W,232.30,0.04,271.49,1,2,8,4173,115,123,140,89,365
7:21:14.0,9/21/2014,3407.7443N,11808.8896W,232.30,0.04,271.49,1,2,8,4215,115,123,140,90,365
7:21:14.0,9/21/2014,3407.7443N,11808.8896W,232.30,0.07,58.70,1,2,8,4173,115,123,140,89,364
7:21:15.0,9/21/2014,3407.7443N,11808.8896W,232.30,0.05,246.56,1,2,8,4179,114,123,139,89,363
7:21:16.0,9/21/2014,3407.7443N,11808.8896W,232.30,0.01,210.64,1,2,8,4173,115,123,140,89,364
7:21:17.0,9/21/2014,3407.7443N,11808.8896W,232.30,0.09,258.04,1,2,8,4173,115,123,140,89,364
7:21:18.0,9/21/2014,3407.7443N,11808.8896W,232.30,0.03,28.80,1,2,8,4203,114,122,139,89,363
7:21:19.0,9/21/2014,3407.7443N,11808.8896W,232.30,0.05,292.65,1,2,8,4195,108,117,132,85,346
7:21:20.0,9/21/2014,3407.7443N,11808.8896W,232.30,0.09,18.58,1,2,8,4215,106,115,130,84,340
7:21:21.0,9/21/2014,3407.7446N,11808.8896W,232.30,0.11,69.53,1,2,8,4228,111,120,136,88,357
7:21:22.0,9/21/2014,3407.7446N,11808.8896W,232.30,0.03,43.83,1,2,8,4184,112,120,136,87,356
7:21:23.0,9/21/2014,3407.7448N,11808.8886W,232.30,0.28,13.22,1,2,8,4196,112,121,137,88,358
7:21:24.0,9/21/2014,3407.7448N,11808.8886W,232.30,0.22,58.13,1,2,8,4209,113,122,138,89,361
7:21:25.0,9/21/2014,3407.7451N,11808.8886W,232.30,0.26,39.45,1,2,8,4209,113,122,138,89,362
7:21:26.0,9/21/2014,3407.7451N,11808.8886W,230.90,0.26,39.45,1,2,7,4209,113,122,138,89,362
7:21:26.0,9/21/2014,3407.7451N,11808.8886W,230.90,0.24,71.14,1,2,7,4209,113,122,138,89,362
7:21:27.0,9/21/2014,3407.7451N,11808.8886W,230.90,0.18,49.40,1,2,7,4209,113,122,138,89,362
7:21:28.0,9/21/2014,3407.7451N,11808.8886W,230.90,0.24,16.29,1,2,7,4209,113,122,138,89,362
7:21:29.0,9/21/2014,3407.7451N,11808.8886W,230.90,0.24,16.29,1,2,7,4209,113,122,138,89,361
7:21:29.0,9/21/2014,3407.7451N,11808.8886W,230.90,0.21,346.67,1,2,7,4209,113,122,138,89,361
7:21:30.0,9/21/2014,3407.7453N,11808.8886W,230.90,0.30,348.37,1,2,7,4203,114,122,139,89,362
7:21:31.0,9/21/2014,3407.7453N,11808.8886W,230.90,0.31,346.87,1,2,7,4166,113,122,138,88,359
7:21:32.0,9/21/2014,3407.7453N,11808.8886W,230.90,0.08,355.65,1,2,7,4166,113,122,138,88,360
7:21:33.0,9/21/2014,3407.7456N,11808.8886W,230.90,0.12,349.04,1,2,7,4209,113,122,138,89,361
7:21:34.0,9/21/2014,3407.7456N,11808.8886W,230.90,0.19,333.47,1,2,7,4209,113,122,138,89,362
7:21:35.0,9/21/2014,3407.7456N,11808.8886W,230.90,0.19,333.47,1,2,7,4203,114,122,139,89,363
7:21:35.0,9/21/2014,3407.7456N,11808.8886W,230.90,0.19,305.09,1,2,7,4215,115,123,140,90,366
7:21:36.0,9/21/2014,3407.7456N,11808.8886W,230.90,0.17,251.39,1,2,7,4215,115,123,140,90,366
7:21:37.0,9/21/2014,3407.7456N,11808.8886W,230.90,0.24,248.54,1,2,7,4215,115,123,140,90,365
7:21:38.0,9/21/2014,3407.7456N,11808.8886W,230.90,0.21,244.42,1,2,7,4179,114,123,139,89,364
7:21:39.0,9/21/2014,3407.7456N,11808.8886W,230.90,0.09,252.10,1,2,7,4179,114,123,139,89,364
7:21:40.0,9/21/2014,3407.7456N,11808.8886W,230.90,0.14,282.23,1,2,7,4179,114,123,139,89,364
7:21:41.0,9/21/2014,3407.7456N,11808.8886W,230.90,0.14,282.23,1,2,8,4203,114,122,139,89,363
7:21:41.0,9/21/2014,3407.7456N,11808.8886W,230.90,0.22,255.27,1,2,8,4215,115,123,140,90,365
7:21:42.0,9/21/2014,3407.7456N,11808.8886W,230.90,0.32,265.74,1,2,8,4215,115,123,140,90,365
7:21:43.0,9/21/2014,3407.7456N,11808.8896W,230.90,0.25,282.96,1,2,8,4215,115,123,140,90,365
7:21:44.0,9/21/2014,3407.7456N,11808.8896W,230.90,0.19,276.27,1,2,8,4215,115,123,140,90,365
7:21:45.0,9/21/2014,3407.7456N,11808.8896W,230.90,0.25,292.37,1,2,8,4215,115,123,140,90,365
7:21:46.0,9/21/2014,3407.7456N,11808.8896W,230.90,0.15,314.48,1,2,8,4215,115,123,140,90,365
7:21:47.0,9/21/2014,3407.7456N,11808.8896W,230.90,0.15,314.48,1,2,8,4215,115,123,140,90,365
7:21:47.0,9/21/2014,3407.7456N,11808.8896W,230.90,0.16,309.76,1,2,8,4215,115,123,140,90,365
7:21:48.0,9/21/2014,3407.7456N,11808.8896W,230.90,0.07,298.20,1,2,8,4215,115,123,140,90,365
7:21:49.0,9/21/2014,3407.7456N,11808.8896W,230.90,0.07,21.35,1,2,8,4215,115,123,140,90,365
7:21:50.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.07,21.35,1,2,8,4215,115,123,140,90,365
7:21:50.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.12,308.30,1,2,8,4215,115,123,140,90,365
7:21:51.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.12,276.47,1,2,8,4215,115,123,140,90,365
7:21:52.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.16,8.46,1,2,8,4305,101,108,124,81,324
7:21:53.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.12,118.89,1,2,8,4328,99,106,122,80,321
7:21:54.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.06,217.27,1,2,8,4234,108,117,133,86,348
7:21:55.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.12,225.86,1,2,8,4166,113,122,138,88,361
7:21:56.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.13,302.84,1,2,8,4209,113,122,138,89,361
7:21:57.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.07,254.56,1,2,8,4209,113,122,138,89,361
7:21:58.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.07,206.50,1,2,8,4166,113,122,138,88,361
7:21:59.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.08,230.81,1,2,8,4209,113,122,138,89,361
7:22:0.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.15,191.41,1,2,8,4179,114,123,139,89,364
7:22:1.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.07,241.53,1,2,8,4179,114,123,139,89,364
7:22:2.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.09,11.07,1,2,8,4179,114,123,139,89,364
7:22:3.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.11,306.35,1,2,8,4215,115,123,140,90,366
7:22:4.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.10,333.63,1,2,8,4215,115,123,140,90,366
