Time, Date, Latitude, Longitude, Elevation, Speed (Knots), Angle, Fix, Quality, Satellites, Color Temp, Lux, R, G, B, C
7:22:5.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.10,333.63,1,2,8,4215,115,123,140,90,366
7:22:5.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.09,22.46,1,2,8,4215,115,123,140,90,365
7:22:6.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.11,324.19,1,2,8,4215,115,123,140,90,366
7:22:7.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.10,268.02,1,2,8,4215,115,123,140,90,366
7:22:8.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.10,268.02,1,2,8,4215,115,123,140,90,365
7:22:8.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.10,231.04,1,2,8,4215,115,123,140,90,366
7:22:9.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.14,221.95,1,2,8,4215,115,123,140,90,365
7:22:10.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.08,208.63,1,2,8,4215,115,123,140,90,365
7:22:11.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.08,208.63,1,2,8,4215,115,123,140,90,365
7:22:11.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.15,275.98,1,2,8,4215,115,123,140,90,365
7:22:12.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.07,322.94,1,2,8,4173,115,123,140,89,365
7:22:13.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.16,294.72,1,2,8,4173,115,123,140,89,365
7:22:14.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.08,286.50,1,2,8,4173,115,123,140,89,365
7:22:15.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.16,310.60,1,2,8,4173,115,123,140,89,365
7:22:16.0,9/21/2014,3407.7456N,11808.8896W,230.80,0.31,298.75,1,2,8,4179,114,123,139,89,364
7:22:17.0,9/21/2014,3407.7458N,11808.8896W,230.80,0.36,310.68,1,2,8,4179,114,123,139,89,363
7:22:18.0,9/21/2014,3407.7458N,11808.8906W,230.80,0.49,324.96,1,2,8,4179,114,123,139,89,364
7:22:19.0,9/21/2014,3407.7460N,11808.8906W,230.80,0.43,327.36,1,2,8,4179,114,123,139,89,363
7:22:20.0,9/21/2014,3407.7460N,11808.8906W,230.80,0.34,317.08,1,2,8,4179,114,123,139,89,364
7:22:21.0,9/21/2014,3407.7460N,11808.8906W,230.80,0.30,313.80,1,2,8,4179,114,123,139,89,364
7:22:22.0,9/21/2014,3407.7460N,11808.8906W,230.80,0.23,314.82,1,2,8,4179,114,123,139,89,363
7:22:23.0,9/21/2014,3407.7460N,11808.8906W,230.80,0.23,299.55,1,2,8,4179,114,123,139,89,364
7:22:24.0,9/21/2014,3407.7463N,11808.8906W,230.80,0.12,291.46,1,2,8,4179,114,123,139,89,363
7:22:25.0,9/21/2014,3407.7463N,11808.8906W,230.80,0.21,277.21,1,2,8,4179,114,123,139,89,363
7:22:26.0,9/21/2014,3407.7463N,11808.8906W,230.80,0.24,294.49,1,2,8,4179,114,123,139,89,364
7:22:27.0,9/21/2014,3407.7463N,11808.8906W,230.80,0.11,296.95,1,2,8,4179,114,123,139,89,364
7:22:28.0,9/21/2014,3407.7463N,11808.8906W,230.80,0.05,340.52,1,2,8,4179,114,123,139,89,364
7:22:29.0,9/21/2014,3407.7463N,11808.8906W,230.80,0.03,346.00,1,2,8,4179,114,123,139,89,363
7:22:30.0,9/21/2014,3407.7463N,11808.8906W,230.80,0.12,289.05,1,2,8,4179,114,123,139,89,364
7:22:31.0,9/21/2014,3407.7463N,11808.8906W,230.80,0.07,265.81,1,2,8,4179,114,123,139,89,363
7:22:32.0,9/21/2014,3407.7463N,11808.8906W,230.80,0.12,287.83,1,2,8,4179,114,123,139,89,364
7:22:33.0,9/21/2014,3407.7463N,11808.8906W,230.80,0.27,110.43,1,2,8,4179,114,123,139,89,364
7:22:34.0,9/21/2014,3407.7463N,11808.8906W,230.80,0.25,131.62,1,2,8,4179,114,123,139,89,364
7:22:35.0,9/21/2014,3407.7463N,11808.8906W,230.80,0.37,127.76,1,2,8,4179,114,123,139,89,364
7:22:36.0,9/21/2014,3407.7460N,11808.8906W,230.80,0.41,120.31,1,2,8,4179,114,123,139,89,364
7:22:37.0,9/21/2014,3407.7460N,11808.8906W,230.80,0.38,120.33,1,2,8,4179,114,123,139,89,364
7:22:38.0,9/21/2014,3407.7460N,11808.8906W,230.80,0.30,126.72,1,2,8,4179,114,123,139,89,364
7:22:39.0,9/21/2014,3407.7460N,11808.8906W,230.80,0.21,159.15,1,2,8,4179,114,123,139,89,364
7:22:40.0,9/21/2014,3407.7460N,11808.8906W,230.80,0.16,189.02,1,2,8,4179,114,123,139,89,364
7:22:41.0,9/21/2014,3407.7458N,11808.8906W,230.80,0.03,208.87,1,2,8,4179,114,123,139,89,364
7:22:42.0,9/21/2014,3407.7458N,11808.8906W,230.80,0.05,337.47,1,2,8,4179,114,123,139,89,363
7:22:43.0,9/21/2014,3407.7458N,11808.8906W,230.80,0.23,349.18,1,2,8,4179,114,123,139,89,364
7:22:44.0,9/21/2014,3407.7460N,11808.8906W,230.80,0.15,273.36,1,2,8,4179,114,123,139,89,364
7:22:45.0,9/21/2014,3407.7460N,11808.8906W,230.80,0.10,341.72,1,2,8,4179,114,123,139,89,364
7:22:46.0,9/21/2014,3407.7460N,11808.8906W,230.80,0.08,292.94,1,2,8,4179,114,123,139,89,364
7:22:47.0,9/21/2014,3407.7460N,11808.8906W,230.80,0.14,241.08,1,2,8,4179,114,123,139,89,364
7:22:48.0,9/21/2014,3407.7460N,11808.8906W,230.80,0.17,214.57,1,2,8,4179,114,123,139,89,363
7:22:49.0,9/21/2014,3407.7460N,11808.8906W,230.80,0.11,265.37,1,2,8,4179,114,123,139,89,363
7:22:50.0,9/21/2014,3407.7458N,11808.8906W,230.80,0.30,225.47,1,2,8,4179,114,123,139,89,364
7:22:51.0,9/21/2014,3407.7458N,11808.8906W,230.80,0.28,202.13,1,2,8,4179,114,123,139,89,363
7:22:52.0,9/21/2014,3407.7458N,11808.8906W,230.80,0.19,178.89,1,2,8,4166,113,122,138,88,361
7:22:53.0,9/21/2014,3407.7458N,11808.8906W,230.80,0.09,111.58,1,2,8,4166,113,122,138,88,362
7:22:54.0,9/21/2014,3407.7456N,11808.8906W,230.80,0.06,275.04,1,2,8,4166,113,122,138,88,362
7:22:55.0,9/21/2014,3407.7456N,11808.8906W,230.80,0.17,278.42,1,2,8,4203,114,122,139,89,362
7:22:56.0,9/21/2014,3407.7458N,11808.8906W,230.70,0.17,278.42,1,2,8,4203,114,122,139,89,362
7:22:56.0,9/21/2014,3407.7458N,11808.8906W,230.70,0.29,260.77,1,2,8,4203,114,122,139,89,362
7:22:57.0,9/21/2014,3407.7456N,11808.8906W,230.70,0.26,283.79,1,2,8,4203,114,122,139,89,362
7:22:58.0,9/21/2014,3407.7458N,11808.8906W,230.70,0.09,245.74,1,2,8,4203,114,122,139,89,362
7:22:59.0,9/21/2014,3407.7456N,11808.8906W,230.70,0.08,159.78,1,2,8,4203,114,122,139,89,362
7:23:0.0,9/21/2014,3407.7456N,11808.8906W,230.70,0.11,98.76,1,2,8,4166,113,122,138,88,361
7:23:1.0,9/21/2014,3407.7456N,11808.8906W,230.70,0.30,134.99,1,2,8,4166,113,122,138,88,361
7:23:2.0,9/21/2014,3407.7456N,11808.8906W,230.70,0.11,205.97,1,2,8,4166,113,122,138,88,361
7:23:3.0,9/21/2014,3407.7456N,11808.8906W,230.70,0.22,266.44,1,2,8,4166,113,122,138,88,361
7:23:4.0,9/21/2014,3407.7456N,11808.8906W,230.70,0.31,267.98,1,2,8,4166,113,122,138,88,361
7:23:5.0,9/21/2014,3407.7456N,11808.8906W,230.70,0.38,275.67,1,2,8,4179,114,123,139,89,362
7:23:6.0,9/21/2014,3407.7456N,11808.8916W,230.70,0.36,262.19,1,2,8,4179,114,123,139,89,362
7:23:7.0,9/21/2014,3407.7456N,11808.8916W,230.70,0.33,236.97,1,2,8,4179,114,123,139,89,363
7:23:8.0,9/21/2014,3407.7456N,11808.8916W,230.70,0.29,225.87,1,2,8,4160,115,122,139,88,362
7:23:9.0,9/21/2014,3407.7456N,11808.8916W,230.70,0.36,183.47,1,2,8,4160,115,122,139,88,362
7:23:10.0,9/21/2014,3407.7453N,11808.8916W,230.70,0.27,156.26,1,2,8,4160,115,122,139,88,362
7:23:11.0,9/21/2014,3407.7453N,11808.8916W,230.70,0.29,131.15,1,2,8,4129,112,122,137,87,358
7:23:12.0,9/21/2014,3407.7453N,11808.8916W,230.70,0.30,120.64,1,2,8,4166,113,122,138,88,360
7:23:13.0,9/21/2014,3407.7451N,11808.8916W,230.70,0.23,109.76,1,2,8,4166,113,122,138,88,361
7:23:14.0,9/21/2014,3407.7451N,11808.8916W,230.70,0.04,83.55,1,2,8,4166,113,122,138,88,360
7:23:15.0,9/21/2014,3407.7451N,11808.8916W,230.70,0.04,83.55,1,2,8,4166,113,122,138,88,360
7:23:15.0,9/21/2014,3407.7451N,11808.8916W,230.70,0.01,24.77,1,2,8,4166,113,122,138,88,360
7:23:16.0,9/21/2014,3407.7451N,11808.8916W,230.70,0.07,74.69,1,2,8,4166,113,122,138,88,360
7:23:17.0,9/21/2014,3407.7451N,11808.8906W,230.70,0.14,83.49,1,2,8,4166,113,122,138,88,361
7:23:18.0,9/21/2014,3407.7451N,11808.8906W,230.70,0.10,72.55,1,2,8,4166,113,122,138,88,360
7:23:19.0,9/21/2014,3407.7451N,11808.8906W,230.70,0.10,101.14,1,2,8,4166,113,122,138,88,361
7:23:20.0,9/21/2014,3407.7451N,11808.8906W,230.70,0.21,140.63,1,2,8,4166,113,122,138,88,361
7:23:21.0,9/21/2014,3407.7451N,11808.8906W,230.70,0.21,140.63,1,2,8,4166,113,122,138,88,360
7:23:21.0,9/21/2014,3407.7451N,11808.8906W,230.70,0.18,92.02,1,2,8,4179,114,123,139,89,364
7:23:22.0,9/21/2014,3407.7451N,11808.8906W,230.70,0.09,44.68,1,2,8,4179,114,123,139,89,363
7:23:23.0,9/21/2014,3407.7451N,11808.8906W,230.70,0.23,109.67,1,2,8,4179,114,123,139,89,364
7:23:24.0,9/21/2014,3407.7451N,11808.8906W,230.70,0.19,92.81,1,2,8,4179,114,123,139,89,363
7:23:25.0,9/21/2014,3407.7451N,11808.8906W,230.70,0.27,115.76,1,2,8,4179,114,123,139,89,364
7:23:26.0,9/21/2014,3407.7451N,11808.8906W,230.70,0.33,108.61,1,2,8,4222,113,123,139,90,364
7:23:27.0,9/21/2014,3407.7451N,11808.8906W,230.70,0.33,108.61,1,2,8,4179,114,123,139,89,364
7:23:27.0,9/21/2014,3407.7451N,11808.8906W,230.70,0.27,110.40,1,2,8,4179,114,123,139,89,364
7:23:28.0,9/21/2014,3407.7451N,11808.8906W,230.70,0.36,92.16,1,2,8,4179,114,123,139,89,364
7:23:29.0,9/21/2014,3407.7451N,11808.8906W,230.70,0.25,86.44,1,2,8,4179,114,123,139,89,364
7:23:30.0,9/21/2014,3407.7451N,11808.8906W,230.70,0.45,105.31,1,2,8,4179,114,123,139,89,364
7:23:31.0,9/21/2014,3407.7451N,11808.8896W,230.70,0.37,92.90,1,2,8,4215,115,123,140,90,365
7:23:32.0,9/21/2014,3407.7451N,11808.8896W,230.70,0.17,110.02,1,2,8,4215,115,123,140,90,366
7:23:33.0,9/21/2014,3407.7451N,11808.8896W,230.70,0.06,131.29,1,2,8,4179,114,123,139,89,363
7:23:34.0,9/21/2014,3407.7451N,11808.8896W,230.70,0.14,179.89,1,2,8,4179,114,123,139,89,363
7:23:35.0,9/21/2014,3407.7451N,11808.8896W,230.70,0.01,168.09,1,2,8,4179,114,123,139,89,364
7:23:36.0,9/21/2014,3407.7451N,11808.8896W,230.60,0.01,168.09,1,2,8,4179,114,123,139,89,364
7:23:36.0,9/21/2014,3407.7451N,11808.8896W,230.60,0.11,111.25,1,2,8,4179,114,123,139,89,364
7:23:37.0,9/21/2014,3407.7451N,11808.8896W,230.60,0.19,56.86,1,2,8,4179,114,123,139,89,364
7:23:38.0,9/21/2014,3407.7451N,11808.8896W,230.60,0.16,64.11,1,2,8,4179,114,123,139,89,364
7:23:39.0,9/21/2014,3407.7451N,11808.8896W,230.60,0.16,64.11,1,2,8,4179,114,123,139,89,364
7:23:39.0,9/21/2014,3407.7451N,11808.8896W,230.60,0.16,22.14,1,2,8,4179,114,123,139,89,364
7:23:40.0,9/21/2014,3407.7451N,11808.8896W,230.60,0.15,53.61,1,2,8,4179,114,123,139,89,364
7:23:41.0,9/21/2014,3407.7451N,11808.8896W,230.60,0.09,257.37,1,2,8,4179,114,123,139,89,364
7:23:42.0,9/21/2014,3407.7451N,11808.8896W,230.60,0.19,192.42,1,2,8,4179,114,123,139,89,364
7:23:43.0,9/21/2014,3407.7451N,11808.8896W,230.60,0.19,228.50,1,2,8,4222,113,123,139,90,364
7:23:44.0,9/21/2014,3407.7451N,11808.8896W,230.60,0.08,204.88,1,2,8,4222,113,123,139,90,364
7:23:45.0,9/21/2014,3407.7451N,11808.8896W,230.60,0.14,142.42,1,2,8,4222,113,123,139,90,365
7:23:46.0,9/21/2014,3407.7451N,11808.8896W,230.60,0.16,165.92,1,2,8,4222,113,123,139,90,364
7:23:47.0,9/21/2014,3407.7451N,11808.8896W,230.60,0.22,165.46,1,2,8,4222,113,123,139,90,365
7:23:48.0,9/21/2014,3407.7448N,11808.8896W,230.60,0.22,165.46,1,2,8,4222,113,123,139,90,365
7:23:48.0,9/21/2014,3407.7448N,11808.8896W,230.60,0.10,149.93,1,2,8,4222,113,123,139,90,365
7:23:49.0,9/21/2014,3407.7448N,11808.8896W,230.60,0.16,236.60,1,2,8,4222,113,123,139,90,365
7:23:50.0,9/21/2014,3407.7448N,11808.8896W,230.60,0.12,142.06,1,2,8,4222,113,123,139,90,364
7:23:51.0,9/21/2014,3407.7448N,11808.8896W,230.60,0.10,192.86,1,2,8,4222,113,123,139,90,364
7:23:52.0,9/21/2014,3407.7448N,11808.8896W,230.60,0.16,159.37,1,2,8,4222,113,123,139,90,364
7:23:53.0,9/21/2014,3407.7448N,11808.8896W,230.60,0.06,158.45,1,2,8,4222,113,123,139,90,364
7:23:54.0,9/21/2014,3407.7448N,11808.8896W,230.60,0.09,335.43,1,2,8,4222,113,123,139,90,364
7:23:55.0,9/21/2014,3407.7448N,11808.8896W,230.60,0.08,59.94,1,2,8,4222,113,123,139,90,364
7:23:56.0,9/21/2014,3407.7448N,11808.8896W,230.60,0.15,43.15,1,2,8,4222,113,123,139,90,364
7:23:57.0,9/21/2014,3407.7448N,11808.8896W,230.60,0.15,43.15,1,2,8,4222,113,123,139,90,364
7:23:57.0,9/21/2014,3407.7448N,11808.8896W,230.60,0.08,32.67,1,2,8,4222,113,123,139,90,364
7:23:58.0,9/21/2014,3407.7448N,11808.8896W,230.60,0.06,254.34,1,2,8,4222,113,123,139,90,364
7:23:59.0,9/21/2014,3407.7448N,11808.8896W,230.60,0.05,168.82,1,2,8,4222,113,123,139,90,364
7:24:0.0,9/21/2014,3407.7448N,11808.8896W,230.60,0.05,168.82,1,2,8,4179,114,123,139,89,364
7:24:0.0,9/21/2014,3407.7448N,11808.8896W,230.60,0.19,241.97,1,2,8,4179,114,123,139,89,364
7:24:1.0,9/21/2014,3407.7448N,11808.8896W,230.60,0.26,214.77,1,2,8,4179,114,123,139,89,364
7:24:2.0,9/21/2014,3407.7446N,11808.8896W,230.60,0.10,242.80,1,2,8,4179,114,123,139,89,363
7:24:3.0,9/21/2014,3407.7446N,11808.8896W,230.60,0.24,251.17,1,2,8,4179,114,123,139,89,363
7:24:4.0,9/21/2014,3407.7446N,11808.8896W,230.60,0.12,247.24,1,2,8,4179,114,123,139,89,363
7:24:5.0,9/21/2014,3407.7446N,11808.8896W,230.60,0.32,259.08,1,2,8,4179,114,123,139,89,363
7:24:6.0,9/21/2014,3407.7446N,11808.8896W,230.60,0.10,310.24,1,2,8,4179,114,123,139,89,363
7:24:7.0,9/21/2014,3407.7446N,11808.8896W,230.60,0.11,75.60,1,2,8,4179,114,123,139,89,363
7:24:8.0,9/21/2014,3407.7446N,11808.8896W,230.60,0.10,105.15,1,2,8,4179,114,123,139,89,363
7:24:9.0,9/21/2014,3407.7446N,11808.8896W,230.60,0.10,105.15,1,2,8,4179,114,123,139,89,362
7:24:9.0,9/21/2014,3407.7446N,11808.8896W,230.60,0.08,86.69,1,2,8,4179,114,123,139,89,363
7:24:10.0,9/21/2014,3407.7446N,11808.8896W,230.60,0.14,113.75,1,2,8,4179,114,123,139,89,363
7:24:11.0,9/21/2014,3407.7446N,11808.8896W,230.60,0.09,145.41,1,2,8,4179,114,123,139,89,362
7:24:12.0,9/21/2014,3407.7446N,11808.8896W,230.60,0.09,145.41,1,2,8,4166,113,122,138,88,360
7:24:12.0,9/21/2014,3407.7446N,11808.8896W,230.60,0.10,199.81,1,2,8,4166,113,122,138,88,360
7:24:13.0,9/21/2014,3407.7446N,11808.8896W,230.60,0.11,138.36,1,2,8,4166,113,122,138,88,360
7:24:14.0,9/21/2014,3407.7446N,11808.8896W,230.60,0.13,131.02,1,2,8,4166,113,122,138,88,360
7:24:15.0,9/21/2014,3407.7446N,11808.8896W,230.60,0.09,134.75,1,2,8,4166,113,122,138,88,360
7:24:16.0,9/21/2014,3407.7446N,11808.8896W,230.60,0.07,263.23,1,2,8,4166,113,122,138,88,360
7:24:17.0,9/21/2014,3407.7446N,11808.8896W,230.60,0.04,174.42,1,2,8,4166,113,122,138,88,360
7:24:18.0,9/21/2014,3407.7446N,11808.8896W,230.60,0.04,174.42,1,2,8,4166,113,122,138,88,360
7:24:18.0,9/21/2014,3407.7446N,11808.8896W,230.60,0.17,218.04,1,2,8,4166,113,122,138,88,360
7:24:19.0,9/21/2014,3407.7443N,11808.8896W,230.60,0.18,238.45,1,2,8,4166,113,122,138,88,360
7:24:20.0,9/21/2014,3407.7443N,11808.8896W,230.60,0.18,295.61,1,2,8,4166,113,122,138,88,360
7:24:21.0,9/21/2014,3407.7443N,11808.8896W,230.60,0.28,283.88,1,2,8,4166,113,122,138,88,360
7:24:22.0,9/21/2014,3407.7446N,11808.8896W,230.60,0.21,229.34,1,2,8,4166,113,122,138,88,360
7:24:23.0,9/21/2014,3407.7443N,11808.8896W,230.60,0.22,230.23,1,2,8,4166,113,122,138,88,360
7:24:24.0,9/21/2014,3407.7443N,11808.8896W,230.60,0.23,256.33,1,2,8,4166,113,122,138,88,360
7:24:25.0,9/21/2014,3407.7443N,11808.8906W,230.60,0.30,273.42,1,2,8,4166,113,122,138,88,361
7:24:26.0,9/21/2014,3407.7443N,11808.8906W,230.60,0.49,299.13,1,2,8,4166,113,122,138,88,361
7:24:27.0,9/21/2014,3407.7446N,11808.8906W,230.60,0.48,295.08,1,2,8,4146,111,120,135,86,353
7:24:28.0,9/21/2014,3407.7446N,11808.8906W,230.60,0.36,274.60,1,2,8,4196,112,121,137,88,358
7:24:29.0,9/21/2014,3407.7446N,11808.8906W,230.60,0.37,316.49,1,2,8,4179,114,123,139,89,362
7:24:30.0,9/21/2014,3407.7446N,11808.8906W,230.60,0.37,316.49,1,2,9,4179,114,123,139,89,362
7:24:30.0,9/21/2014,3407.7446N,11808.8906W,230.60,0.18,329.08,1,2,9,4242,97,106,120,78,314
7:24:31.0,9/21/2014,3407.7446N,11808.8906W,230.60,0.24,352.48,1,2,9,4274,94,104,117,77,308
7:24:32.0,9/21/2014,3407.7448N,11808.8906W,230.60,0.31,359.70,1,2,9,4265,96,104,118,77,309
7:24:33.0,9/21/2014,3407.7448N,11808.8906W,230.60,0.31,359.70,1,2,9,4227,101,109,124,80,324
7:24:33.0,9/21/2014,3407.7448N,11808.8906W,230.60,0.26,349.59,1,2,9,4235,104,113,128,83,337
7:24:34.0,9/21/2014,3407.7451N,11808.8906W,230.60,0.22,334.11,1,2,9,4235,104,113,128,83,335
7:24:35.0,9/21/2014,3407.7451N,11808.8906W,230.60,0.04,43.59,1,2,9,4228,111,120,136,88,355
7:24:36.0,9/21/2014,3407.7451N,11808.8906W,230.60,0.13,59.13,1,2,9,4166,113,122,138,88,359
7:24:37.0,9/21/2014,3407.7451N,11808.8906W,230.60,0.11,52.14,1,2,9,4166,113,122,138,88,360
7:24:38.0,9/21/2014,3407.7451N,11808.8906W,230.60,0.03,107.87,1,2,9,4166,113,122,138,88,360
7:24:39.0,9/21/2014,3407.7451N,11808.8906W,230.60,0.17,137.89,1,2,9,4166,113,122,138,88,360
7:24:40.0,9/21/2014,3407.7451N,11808.8906W,230.60,0.08,104.74,1,2,9,4166,113,122,138,88,359
7:24:41.0,9/21/2014,3407.7451N,11808.8906W,230.60,0.02,259.03,1,2,9,4166,113,122,138,88,359
7:24:42.0,9/21/2014,3407.7451N,11808.8906W,230.60,0.02,259.03,1,2,8,4166,113,122,138,88,359
7:24:42.0,9/21/2014,3407.7451N,11808.8906W,230.60,0.11,268.21,1,2,8,4166,113,122,138,88,360
7:24:43.0,9/21/2014,3407.7451N,11808.8906W,230.60,0.17,259.38,1,2,8,4166,113,122,138,88,360
7:24:44.0,9/21/2014,3407.7451N,11808.8906W,230.60,0.25,204.36,1,2,8,4166,113,122,138,88,360
7:24:45.0,9/21/2014,3407.7451N,11808.8906W,230.60,0.21,199.51,1,2,8,4166,113,122,138,88,360
7:24:46.0,9/21/2014,3407.7448N,11808.8906W,230.60,0.09,241.52,1,2,8,4166,113,122,138,88,360
7:24:47.0,9/21/2014,3407.7448N,11808.8906W,230.60,0.07,248.17,1,2,8,4166,113,122,138,88,360
7:24:48.0,9/21/2014,3407.7448N,11808.8906W,230.60,0.13,209.73,1,2,8,4166,113,122,138,88,359
7:24:49.0,9/21/2014,3407.7448N,11808.8906W,230.60,0.18,214.89,1,2,8,4153,113,121,137,87,357
7:24:50.0,9/21/2014,3407.7448N,11808.8906W,230.60,0.27,205.48,1,2,8,4172,112,122,137,88,357
7:24:51.0,9/21/2014,3407.7448N,11808.8906W,230.50,0.27,205.48,1,2,8,4172,112,122,137,88,358
7:24:51.0,9/21/2014,3407.7448N,11808.8906W,230.50,0.48,209.27,1,2,8,4172,112,122,137,88,358
7:24:52.0,9/21/2014,3407.7446N,11808.8906W,230.50,0.23,217.01,1,2,8,4172,112,122,137,88,358
7:24:53.0,9/21/2014,3407.7446N,11808.8916W,230.50,0.04,182.58,1,2,8,4172,112,122,137,88,358
7:24:54.0,9/21/2014,3407.7446N,11808.8916W,230.50,0.04,182.58,1,2,7,4172,112,122,137,88,358
7:24:54.0,9/21/2014,3407.7446N,11808.8916W,230.50,0.07,319.99,1,2,7,4172,112,122,137,88,358
7:24:55.0,9/21/2014,3407.7446N,11808.8916W,230.50,0.12,302.90,1,2,7,4172,112,122,137,88,358
7:24:56.0,9/21/2014,3407.7446N,11808.8916W,230.50,0.07,256.61,1,2,7,4172,112,122,137,88,358
7:24:57.0,9/21/2014,3407.7446N,11808.8916W,230.50,0.07,256.61,1,2,7,4172,112,122,137,88,358
7:24:57.0,9/21/2014,3407.7446N,11808.8916W,230.50,0.11,200.68,1,2,7,4129,112,122,137,87,357
7:24:58.0,9/21/2014,3407.7446N,11808.8916W,230.50,0.01,252.04,1,2,7,4172,112,122,137,88,358
7:24:59.0,9/21/2014,3407.7446N,11808.8916W,230.50,0.09,356.22,1,2,7,4172,112,122,137,88,358
7:25:0.0,9/21/2014,3407.7446N,11808.8916W,230.50,0.08,285.32,1,2,7,4172,112,122,137,88,358
7:25:1.0,9/21/2014,3407.7446N,11808.8916W,230.50,0.15,163.61,1,2,7,4172,112,122,137,88,358
7:25:2.0,9/21/2014,3407.7446N,11808.8916W,230.50,0.09,210.79,1,2,7,4172,112,122,137,88,358
7:25:3.0,9/21/2014,3407.7446N,11808.8916W,230.50,0.09,210.79,1,2,7,4172,112,122,137,88,358
7:25:3.0,9/21/2014,3407.7446N,11808.8916W,230.50,0.16,231.08,1,2,7,4172,112,122,137,88,358
7:25:4.0,9/21/2014,3407.7443N,11808.8916W,230.50,0.31,253.94,1,2,7,4172,112,122,137,88,358
7:25:5.0,9/21/2014,3407.7443N,11808.8916W,230.50,0.33,220.82,1,2,7,4166,113,122,138,88,360
7:25:6.0,9/21/2014,3407.7443N,11808.8916W,230.50,0.34,221.93,1,2,7,4209,113,122,138,89,361
7:25:7.0,9/21/2014,3407.7443N,11808.8916W,230.50,0.26,216.70,1,2,7,4203,114,122,139,89,362
7:25:8.0,9/21/2014,3407.7443N,11808.8916W,230.50,0.06,207.08,1,2,7,4203,114,122,139,89,362
7:25:9.0,9/21/2014,3407.7443N,11808.8916W,230.50,0.07,276.07,1,2,7,4209,113,122,138,89,361
7:25:10.0,9/21/2014,3407.7443N,11808.8916W,230.50,0.31,273.18,1,2,7,4203,114,122,139,89,362
7:25:11.0,9/21/2014,3407.7443N,11808.8916W,230.50,0.31,266.30,1,2,7,4203,114,122,139,89,362
7:25:12.0,9/21/2014,3407.7443N,11808.8916W,230.50,0.14,266.90,1,2,7,4209,113,122,138,89,362
7:25:13.0,9/21/2014,3407.7443N,11808.8916W,230.50,0.09,302.01,1,2,7,4203,114,122,139,89,362
7:25:14.0,9/21/2014,3407.7443N,11808.8925W,230.50,0.16,217.49,1,2,7,4209,113,122,138,89,361
7:25:15.0,9/21/2014,3407.7443N,11808.8925W,230.50,0.10,201.51,1,2,7,4203,114,122,139,89,362
7:25:16.0,9/21/2014,3407.7441N,11808.8925W,230.50,0.15,195.02,1,2,7,4203,114,122,139,89,362
7:25:17.0,9/21/2014,3407.7441N,11808.8925W,230.50,0.07,258.40,1,2,7,4209,113,122,138,89,361
7:25:18.0,9/21/2014,3407.7441N,11808.8925W,230.50,0.17,259.51,1,2,7,4209,113,122,138,89,361
7:25:19.0,9/21/2014,3407.7441N,11808.8925W,230.50,0.19,214.36,1,2,7,4209,113,122,138,89,361
7:25:20.0,9/21/2014,3407.7441N,11808.8925W,230.50,0.20,224.50,1,2,7,4209,113,122,138,89,362
7:25:21.0,9/21/2014,3407.7441N,11808.8925W,230.50,0.26,234.55,1,2,7,4209,113,122,138,89,361
7:25:22.0,9/21/2014,3407.7438N,11808.8925W,230.50,0.33,223.07,1,2,7,4209,113,122,138,89,361
7:25:23.0,9/21/2014,3407.7438N,11808.8925W,230.50,0.34,237.40,1,2,7,4209,113,122,138,89,361
7:25:24.0,9/21/2014,3407.7438N,11808.8925W,230.50,0.21,228.16,1,2,7,4209,113,122,138,89,361
7:25:25.0,9/21/2014,3407.7438N,11808.8925W,230.50,0.11,262.74,1,2,7,4203,114,122,139,89,362
7:25:26.0,9/21/2014,3407.7438N,11808.8925W,230.50,0.12,241.49,1,2,7,4209,113,122,138,89,361
7:25:27.0,9/21/2014,3407.7438N,11808.8925W,230.50,0.12,256.48,1,2,7,4166,113,122,138,88,360
7:25:28.0,9/21/2014,3407.7438N,11808.8925W,230.50,0.10,194.68,1,2,7,4209,113,122,138,89,361
7:25:29.0,9/21/2014,3407.7438N,11808.8925W,230.50,0.07,164.66,1,2,7,4209,113,122,138,89,361
7:25:30.0,9/21/2014,3407.7438N,11808.8925W,230.50,0.19,226.38,1,2,7,4209,113,122,138,89,361
7:25:31.0,9/21/2014,3407.7436N,11808.8925W,230.50,0.15,211.82,1,2,7,4209,113,122,138,89,361
7:25:32.0,9/21/2014,3407.7436N,11808.8925W,230.50,0.23,198.48,1,2,7,4209,113,122,138,89,361
7:25:33.0,9/21/2014,3407.7436N,11808.8925W,230.50,0.20,189.02,1,2,7,4209,113,122,138,89,360
7:25:34.0,9/21/2014,3407.7436N,11808.8925W,230.50,0.20,199.25,1,2,7,4209,113,122,138,89,361
